From	To	Species	Gene Name
100577098	GB42552	Apis mellifera	enolase-phosphatase E1(LOC100577098)
100577094	GB40884	Apis mellifera	protein saal1(LOC100577094)
100577091	GB53864	Apis mellifera	uncharacterized LOC100577091(LOC100577091)
100577092	GB49857	Apis mellifera	uncharacterized LOC100577092(LOC100577092)
727221	GB45260	Apis mellifera	vacuolar protein sorting-associated protein 13A(LOC727221)
727222	GB44904	Apis mellifera	serine/threonine-protein phosphatase 4 regulatory subunit 2(LOC727222)
727223	GB51791	Apis mellifera	uncharacterized LOC727223(LOC727223)
727228	GB18353	Apis mellifera	conserved oligomeric Golgi complex subunit 1(LOC727228)
727229	GB51633	Apis mellifera	protein HIRA homolog(LOC727229)
727227	GB44307	Apis mellifera	epidermal growth factor receptor substrate 15-like 1(LOC727227)
727210	GB45549	Apis mellifera	single-stranded DNA-binding protein, mitochondrial(LOC727210)
727243	GB51436	Apis mellifera	uncharacterized LOC727243(LOC727243)
409396	GB45044	Apis mellifera	eukaryotic translation initiation factor 4E-binding protein Mextli(LOC409396)
409395	GB54286	Apis mellifera	MATH and LRR domain-containing protein PFE0570w-like(LOC409395)
409394	GB49596	Apis mellifera	NEDD8-activating enzyme E1 catalytic subunit(LOC409394)
409393	GB44905	Apis mellifera	serine/threonine-protein kinase mTOR(LOC409393)
727246	GB45684	Apis mellifera	protein spire(LOC727246)
727247	GB46249	Apis mellifera	non-structural maintenance of chromosomes element 1 homolog(LOC727247)
409398	GB47880	Apis mellifera	superoxide dismutase 1(Sod1)
727249	GB46266	Apis mellifera	calcium/calmodulin-dependent protein kinase type 1(LOC727249)
409397	GB47881	Apis mellifera	signal peptidase complex catalytic subunit SEC11A(LOC409397)
409392	GB54938	Apis mellifera	ATPase WRNIP1-like(LOC409392)
409390	GB54281	Apis mellifera	cAMP-dependent protein kinase type II regulatory subunit(LOC409390)
727232	GB41704	Apis mellifera	uncharacterized LOC727232(LOC727232)
727234	GB45253	Apis mellifera	cytidine deaminase-like(LOC727234)
727230	GB46251	Apis mellifera	eukaryotic translation initiation factor 4E transporter(LOC727230)
727239	GB46250	Apis mellifera	uncharacterized LOC727239(LOC727239)
409385	GB47280	Apis mellifera	E3 ubiquitin-protein ligase HECW2(LOC409385)
409384	GB54372	Apis mellifera	60 kDa heat shock protein, mitochondrial-like(LOC409384)
409383	GB40857	Apis mellifera	matrix metalloproteinase-2(LOC409383)
409382	GB42014	Apis mellifera	E3 ubiquitin-protein ligase TRIP12(LOC409382)
727235	GB41703	Apis mellifera	protein enabled(LOC727235)
409389	GB43305	Apis mellifera	ubiquitin specific protease-like(LOC409389)
727236	GB54035	Apis mellifera	uncharacterized protein CG5098(LOC727236)
409388	GB55987	Apis mellifera	ras-related protein Rab-18-B(LOC409388)
727237	GB55070	Apis mellifera	carbonic anhydrase 2-like(LOC727237)
409387	GB49629	Apis mellifera	ubiquitin carboxyl-terminal hydrolase(LOC409387)
727238	GB41639	Apis mellifera	histone-lysine N-methyltransferase ash1(LOC727238)
409386	GB45752	Apis mellifera	ubiquitin-conjugating enzyme E2 N(LOC409386)
550794	GB47284	Apis mellifera	26S protease regulatory subunit 8(LOC550794)
550798	GB49871	Apis mellifera	protein ERGIC-53(LOC550798)
550799	GB52735	Apis mellifera	DAZ-associated protein 2-like(LOC550799)
411698	GB40463	Apis mellifera	ethanolaminephosphotransferase 1-like(LOC411698)
411697	GB55568	Apis mellifera	short-chain specific acyl-CoA dehydrogenase, mitochondrial(LOC411697)
410369	GB40603	Apis mellifera	platelet binding protein GspB(LOC410369)
410368	GB40703	Apis mellifera	cadherin-23(LOC410368)
411699	GB49372	Apis mellifera	SID1 transmembrane family member 1-like(LOC411699)
410373	GB49397	Apis mellifera	leucine-rich repeat-containing protein 15(LOC410373)
410376	GB43990	Apis mellifera	peptidyl-tRNA hydrolase ICT1, mitochondrial(LOC410376)
410375	GB46663	Apis mellifera	uncharacterized LOC410375(LOC410375)
410370	GB49392	Apis mellifera	actin-binding Rho-activating protein-like(LOC410370)
410371	GB49320	Apis mellifera	calcium-transporting ATPase sarcoplasmic/endoplasmic reticulum type(LOC410371)
410379	GB11622	Apis mellifera	dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11(LOC410379)
410385	GB51973	Apis mellifera	methionine aminopeptidase 1(LOC410385)
410387	GB51968	Apis mellifera	conserved oligomeric Golgi complex subunit 3(LOC410387)
410386	GB52106	Apis mellifera	tolloid-like protein 1(LOC410386)
410381	GB52040	Apis mellifera	popeye domain-containing protein 3-like(LOC410381)
410380	GB52025	Apis mellifera	membrane metallo-endopeptidase-like 1(LOC410380)
410383	GB52037	Apis mellifera	calcium homeostasis endoplasmic reticulum protein(LOC410383)
410388	GB52118	Apis mellifera	CDK5RAP1-like protein(LOC410388)
727202	GB50313	Apis mellifera	carbohydrate sulfotransferase 11(LOC727202)
727204	GB48831	Apis mellifera	cuticular protein 4(CPR4)
727205	GB52658	Apis mellifera	general transcription factor 3C polypeptide 5(LOC727205)
410390	GB52091	Apis mellifera	protein suppressor of forked(LOC410390)
410396	GB52013	Apis mellifera	isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial(LOC410396)
410395	GB52058	Apis mellifera	chromobox protein homolog 1-like(LOC410395)
410398	GB52056	Apis mellifera	insulin-like growth factor 2 mRNA-binding protein 1(LOC410398)
410394	GB52007	Apis mellifera	DCN1-like protein 5(LOC410394)
410393	GB52063	Apis mellifera	alkaline phosphatase-like(LOC410393)
410399	GB49901	Apis mellifera	protein bowel(LOC410399)
411899	GB42685	Apis mellifera	beta-1,3-glucan recognition protein 1(B-gluc1)
409579	GB55279	Apis mellifera	Fanconi anemia group M protein(LOC409579)
409578	GB43554	Apis mellifera	adapter molecule Crk(LOC409578)
409577	GB43553	Apis mellifera	5'-AMP-activated protein kinase catalytic subunit alpha-2(LOC409577)
410565	GB41688	Apis mellifera	cullin-1(LOC410565)
411896	GB53812	Apis mellifera	prolyl endopeptidase-like(LOC411896)
410567	GB41646	Apis mellifera	zinc transporter ZIP11(LOC410567)
410566	GB41670	Apis mellifera	putative inorganic phosphate cotransporter(LOC410566)
411897	GB54661	Apis mellifera	phosphoglucomutase(LOC411897)
409572	GB51261	Apis mellifera	TWiK family of potassium channels protein 7-like(LOC409572)
409571	GB46494	Apis mellifera	Golgi reassembly-stacking protein 2(LOC409571)
409576	GB44534	Apis mellifera	spastin(LOC409576)
409574	GB43153	Apis mellifera	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase(LOC409574)
409573	GB46211	Apis mellifera	zinc finger protein 2 homolog(LOC409573)
551950	GB41758	Apis mellifera	guanine nucleotide-binding protein subunit beta-2(LOC551950)
551953	GB55979	Apis mellifera	ribonuclease P protein subunit p40-like(LOC551953)
551954	GB51674	Apis mellifera	26S proteasome non-ATPase regulatory subunit 10-like(LOC551954)
551952	GB46067	Apis mellifera	putative N-acetylglucosamine-6-phosphate deacetylase(LOC551952)
551957	GB47931	Apis mellifera	facilitated trehalose transporter Tret1-like(LOC551957)
410571	GB41693	Apis mellifera	DNA topoisomerase 3-alpha(LOC410571)
551958	GB54423	Apis mellifera	uncharacterized LOC551958(LOC551958)
410573	GB49947	Apis mellifera	nephrin-like(LOC410573)
551956	GB44398	Apis mellifera	proteasome subunit alpha type-5(LOC551956)
100217360	GB48697	Apis mellifera	uncharacterized LOC100217360(LOC100217360)
410570	GB41694	Apis mellifera	85/88 kDa calcium-independent phospholipase A2(LOC410570)
551959	GB47137	Apis mellifera	DNA-binding transcriptional regulator BolA(LOC551959)
409569	GB46598	Apis mellifera	uncharacterized LOC409569(LOC409569)
727298	GB51120	Apis mellifera	intraflagellar transport protein 122 homolog(LOC727298)
727299	GB47659	Apis mellifera	uncharacterized LOC727299(LOC727299)
409566	GB50850	Apis mellifera	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1(LOC409566)
727293	GB43392	Apis mellifera	guanine deaminase(LOC727293)
410575	GB50276	Apis mellifera	dual specificity mitogen-activated protein kinase kinase 4(LOC410575)
727294	GB41648	Apis mellifera	protein chibby homolog 1(LOC727294)
410578	GB50262	Apis mellifera	sodium- and chloride-dependent glycine transporter 2(LOC410578)
410577	GB49957	Apis mellifera	acid sphingomyelinase-like phosphodiesterase 3a(LOC410577)
409560	GB49597	Apis mellifera	eukaryotic translation initiation factor 4B(LOC409560)
409565	GB41156	Apis mellifera	cationic amino acid transporter 3(LOC409565)
409564	GB45873	Apis mellifera	ubiquitin conjugation factor E4 A(LOC409564)
409563	GB43551	Apis mellifera	uncharacterized LOC409563(LOC409563)
551941	GB49282	Apis mellifera	uncharacterized LOC551941(LOC551941)
410583	GB50218	Apis mellifera	ornithine aminotransferase, mitochondrial(LOC410583)
551946	GB50515	Apis mellifera	uncharacterized LOC551946(LOC551946)
410582	GB50217	Apis mellifera	ornithine aminotransferase, mitochondrial-like(LOC410582)
727290	GB47752	Apis mellifera	probable cytochrome P450 303a1(LOC727290)
551947	GB51344	Apis mellifera	WD repeat and FYVE domain-containing protein 3(LOC551947)
410585	GB50219	Apis mellifera	DE-cadherin(LOC410585)
551944	GB52728	Apis mellifera	prohibitin-2(LOC551944)
551945	GB50246	Apis mellifera	membrane-associated protein Hem(LOC551945)
410581	GB11353	Apis mellifera	uncharacterized LOC410581(LOC410581)
551948	GB46844	Apis mellifera	uracil phosphoribosyltransferase homolog(LOC551948)
410580	GB50259	Apis mellifera	fragile X mental retardation syndrome-related protein 1(LOC410580)
551949	GB41232	Apis mellifera	ovarian-specific serine/threonine-protein kinase Lok(LOC551949)
409558	GB44281	Apis mellifera	polyadenylate-binding protein 2-B(LOC409558)
409557	GB54808	Apis mellifera	protein maelstrom(LOC409557)
409556	GB52249	Apis mellifera	protein SMG7-like(LOC409556)
409555	GB55213	Apis mellifera	major royal jelly protein 7(Mrjp7)
410589	GB50224	Apis mellifera	semaphorin-5A(LOC410589)
409559	GB44123	Apis mellifera	probable protein S-acyltransferase 23(LOC409559)
409550	GB49943	Apis mellifera	eukaryotic translation initiation factor 3 subunit D(LOC409550)
409554	GB54700	Apis mellifera	intersectin-2(LOC409554)
409553	GB41904	Apis mellifera	pancreatic triacylglycerol lipase-like(LOC409553)
409552	GB51065	Apis mellifera	40S ribosomal protein S10-like(LOC409552)
551931	GB42281	Apis mellifera	ethanolamine-phosphate cytidylyltransferase(LOC551931)
551930	GB53387	Apis mellifera	GTP-binding protein Di-Ras2(LOC551930)
551935	GB46230	Apis mellifera	odorant binding protein 21(Obp21)
551936	GB45582	Apis mellifera	facilitated trehalose transporter Tret1(LOC551936)
410595	GB50231	Apis mellifera	protein RMD5 homolog A(LOC410595)
551934	GB44498	Apis mellifera	uncharacterized LOC551934(LOC551934)
551939	GB45866	Apis mellifera	28S ribosomal protein S35, mitochondrial(LOC551939)
410591	GB50208	Apis mellifera	splicing regulator RBM11(LOC410591)
551938	GB54302	Apis mellifera	elongation of very long chain fatty acids protein AAEL008004(LOC551938)
409547	GB40934	Apis mellifera	NSFL1 cofactor p47-like(LOC409547)
409546	GB44739	Apis mellifera	lachesin(LOC409546)
409544	GB41781	Apis mellifera	ruvB-like 1(LOC409544)
410597	GB50030	Apis mellifera	SET and MYND domain-containing protein 5(LOC410597)
409549	GB52753	Apis mellifera	succinate dehydrogenase cytochrome b560 subunit, mitochondrial(LOC409549)
409548	GB54244	Apis mellifera	drebrin-like protein(LOC409548)
409543	GB49637	Apis mellifera	importin subunit alpha-7(LOC409543)
409540	GB48849	Apis mellifera	MOB kinase activator-like 1(LOC409540)
551920	GB47838	Apis mellifera	mucin-5AC(LOC551920)
551924	GB46013	Apis mellifera	mucin-1(LOC551924)
551922	GB42887	Apis mellifera	protein NPC2 homolog(LOC551922)
551928	GB41800	Apis mellifera	transcription factor Sp4-like(LOC551928)
551929	GB44399	Apis mellifera	CG30101-like(LOC551929)
551927	GB44426	Apis mellifera	alcohol dehydrogenase [NADP(+)]-like(LOC551927)
410525	GB52780	Apis mellifera	retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta(LOC410525)
411856	GB41881	Apis mellifera	U3 small nucleolar ribonucleoprotein protein IMP4(LOC411856)
410527	GB52779	Apis mellifera	probable cation-transporting ATPase 13A3(LOC410527)
411858	GB56004	Apis mellifera	ATPase family AAA domain-containing protein 1-B(LOC411858)
727266	GB54253	Apis mellifera	uncharacterized LOC727266(LOC727266)
410526	GB52706	Apis mellifera	serine protease 42(LOC410526)
411857	GB54194	Apis mellifera	charged multivesicular body protein 4b(LOC411857)
727267	GB41085	Apis mellifera	tektin-B1(LOC727267)
410521	GB52785	Apis mellifera	carotenoid isomerooxygenase(LOC410521)
411852	GB52120	Apis mellifera	peroxiredoxin-6(LOC411852)
727260	GB46267	Apis mellifera	uncharacterized LOC727260(LOC727260)
410520	GB52700	Apis mellifera	uncharacterized oxidoreductase YjmC(LOC410520)
727261	GB55975	Apis mellifera	protein odr-4 homolog(LOC727261)
411854	GB52628	Apis mellifera	heat shock factor protein(LOC411854)
727262	GB46979	Apis mellifera	derlin-1-like(LOC727262)
727263	GB41025	Apis mellifera	chromobox protein homolog 5(LOC727263)
408284	GB50929	Apis mellifera	mitochondrial import receptor subunit TOM40 homolog 1-like(LOC408284)
408285	GB51117	Apis mellifera	rho GTPase-activating protein 18(LOC408285)
408282	GB50949	Apis mellifera	uncharacterized LOC408282(LOC408282)
408283	GB50952	Apis mellifera	E3 ubiquitin-protein ligase RNF13-like(LOC408283)
408288	GB51088	Apis mellifera	isovaleryl-CoA dehydrogenase, mitochondrial(LOC408288)
411859	GB56005	Apis mellifera	phosphatase and tensin-like(Pten)
727269	GB55976	Apis mellifera	zinc finger protein 271(LOC727269)
408286	GB50958	Apis mellifera	2-oxoglutarate dehydrogenase, mitochondrial(LOC408286)
551993	GB46680	Apis mellifera	uncharacterized LOC551993(LOC551993)
550663	GB55382	Apis mellifera	putative oxidoreductase GLYR1 homolog(LOC550663)
551992	GB52500	Apis mellifera	rRNA 2'-O-methyltransferase fibrillarin(LOC551992)
551997	GB43480	Apis mellifera	cleavage and polyadenylation specificity factor subunit 1(LOC551997)
408280	GB51174	Apis mellifera	cell surface glycoprotein 1-like(LOC408280)
550667	GB47043	Apis mellifera	succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial(LOC550667)
551998	GB42417	Apis mellifera	cell death-inducing p53-target protein 1(LOC551998)
550664	GB52420	Apis mellifera	desumoylating isopeptidase 2(LOC550664)
550665	GB43388	Apis mellifera	transcription initiation factor IIA subunit 2(LOC550665)
551996	GB42715	Apis mellifera	vesicle transport through interaction with t-SNAREs homolog 1B(LOC551996)
410530	GB52768	Apis mellifera	alkaline phosphatase-like(LOC410530)
411861	GB44895	Apis mellifera	NF-kappa-B-repressing factor(LOC411861)
551999	GB55967	Apis mellifera	kinesin-associated protein 3(LOC551999)
410535	GB52761	Apis mellifera	protein lozenge-like(LOC410535)
727254	GB41641	Apis mellifera	mitochondrial cardiolipin hydrolase(LOC727254)
410538	GB52722	Apis mellifera	probable C-mannosyltransferase DPY19L1(LOC410538)
410537	GB52721	Apis mellifera	protein lozenge-like(LOC410537)
410532	GB52717	Apis mellifera	solute carrier family 28 member 3(LOC410532)
411863	GB44894	Apis mellifera	dehydrogenase/reductase SDR family member 7(LOC411863)
411862	GB45264	Apis mellifera	28S ribosomal protein S2, mitochondrial(LOC411862)
410534	GB52718	Apis mellifera	uncharacterized LOC410534(LOC410534)
411865	GB45360	Apis mellifera	exportin-2(LOC411865)
727251	GB44304	Apis mellifera	DNA polymerase delta small subunit-like(LOC727251)
410533	GB52762	Apis mellifera	ceramide-1-phosphate transfer protein(LOC410533)
411864	GB51189	Apis mellifera	chaoptin(LOC411864)
408273	GB48794	Apis mellifera	yellow-y(Y-y)
408271	GB48788	Apis mellifera	rap1 GTPase-activating protein 1(LOC408271)
408272	GB48790	Apis mellifera	monocarboxylate transporter 7(LOC408272)
727257	GB40879	Apis mellifera	peroxisomal membrane protein PEX13(LOC727257)
408277	GB48813	Apis mellifera	uncharacterized LOC408277(LOC408277)
410539	GB52724	Apis mellifera	protein 5NUC-like(LOC410539)
551990	GB52727	Apis mellifera	replication factor C subunit 3(LOC551990)
408278	GB48816	Apis mellifera	tyrosine-protein kinase Drl(LOC408278)
408275	GB48748	Apis mellifera	uncharacterized LOC408275(LOC408275)
408276	GB48811	Apis mellifera	ATP-dependent RNA helicase bel(LOC408276)
550651	GB51072	Apis mellifera	40S ribosomal protein S4(LOC550651)
551982	GB48866	Apis mellifera	UPF0692 protein CG33108(LOC551982)
100049551	GB45446	Apis mellifera	bursicon subunit alpha(Burs)
551983	GB41159	Apis mellifera	thymidylate synthase(LOC551983)
551980	GB54585	Apis mellifera	ras-related GTP-binding protein D(LOC551980)
551981	GB48754	Apis mellifera	DTW domain-containing protein 1(LOC551981)
550655	GB53506	Apis mellifera	protein FAM49B(LOC550655)
551986	GB51071	Apis mellifera	deoxyribose-phosphate aldolase(LOC551986)
550656	GB46655	Apis mellifera	splicing factor U2AF 50 kDa subunit(LOC550656)
551987	GB45223	Apis mellifera	putative RNA-binding protein Luc7-like 2(LOC551987)
408270	GB48784	Apis mellifera	mitochondrial cytochrome C(CytC)
551984	GB46169	Apis mellifera	coiled-coil domain-containing protein R3HCC1L-like(LOC551984)
411870	GB52339	Apis mellifera	microtubule-associated proteins 1A/1B light chain 3A-like(LOC411870)
550659	GB54684	Apis mellifera	adiponectin receptor protein(LOC550659)
410541	GB52725	Apis mellifera	E3 ubiquitin-protein ligase Topors-like(LOC410541)
411871	GB52508	Apis mellifera	dual specificity tyrosine-phosphorylation-regulated kinase 2-like(LOC411871)
410547	GB41737	Apis mellifera	pre-mRNA-splicing factor Syf2(LOC410547)
410546	GB41738	Apis mellifera	uncharacterized LOC410546(LOC410546)
727287	GB41647	Apis mellifera	transcription factor Sox-7-like(LOC727287)
410549	GB41610	Apis mellifera	zinc finger with UFM1-specific peptidase domain protein-like(LOC410549)
727288	GB55978	Apis mellifera	RNA-binding protein NOB1(LOC727288)
411879	GB13929	Apis mellifera	WD repeat-containing protein 82(LOC411879)
